image_id,question_type,question,ground_truth,image_url,n_clusters,n_noise,attention_entropy,token_confidence,predicted_token,cluster_count,cluster_0_n_points,cluster_0_avg_strength,cluster_1_n_points,cluster_1_avg_strength,cluster_2_n_points,cluster_2_avg_strength,cluster_3_n_points,cluster_3_avg_strength,cluster_4_n_points,cluster_4_avg_strength,cluster_0_entropy,cluster_1_entropy,cluster_2_entropy,cluster_3_entropy,cluster_4_entropy,cluster_5_n_points,cluster_5_avg_strength,cluster_5_entropy,cluster_6_n_points,cluster_6_avg_strength,cluster_6_entropy,cluster_7_n_points,cluster_7_avg_strength,cluster_8_n_points,cluster_8_avg_strength,cluster_9_n_points,cluster_9_avg_strength,cluster_7_entropy,cluster_8_entropy,cluster_9_entropy,cluster_10_n_points,cluster_10_avg_strength,cluster_11_n_points,cluster_11_avg_strength,cluster_10_entropy,cluster_11_entropy,cluster_12_n_points,cluster_12_avg_strength,cluster_13_n_points,cluster_13_avg_strength,cluster_12_entropy,cluster_13_entropy,cluster_14_n_points,cluster_14_avg_strength,cluster_15_n_points,cluster_15_avg_strength,cluster_14_entropy,cluster_15_entropy
12,Object Identification,What sport equipment is shown?,tennis racket,http://images.cocodataset.org/val2017/000000018737.jpg,7,96,1.0000000000000069,-0.5178846120834351,Motor,7,23,0.0028674139356753944,15.0,0.0029789574952223006,224.0,0.0031836064813264633,22.0,0.0032415018981015427,21.0,0.0031211289896071756,0.9643533288260141,0.9609640474436811,0.9829523492487778,0.9266710044099615,0.9529073308031801,8.0,0.00272623856889708,0.9463946303571862,68.0,0.003477185289509723,0.9469415884532941,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Object Counting,How many vehicles are parked?,2,http://images.cocodataset.org/val2017/000000109798.jpg,6,257,1.0000000000000069,-0.11452944576740265,,6,24,0.0019457812833998612,29.0,0.001966927974181861,58.0,0.001949001869353708,39.0,0.001963509799244567,60.0,0.0019615035664936643,0.9807765320912628,0.9248793386780927,0.9870895912131562,0.9781552027489782,0.9807082696735733,31.0,0.0019432016961623022,0.9892924071621719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Object Identification,What is the person riding?,surfboard,http://images.cocodataset.org/val2017/000000361268.jpg,2,270,1.0000000000000069,-1.7870800495147705,Car,2,45,0.002080511312334447,32.0,0.0021333745753231046,,,,,,,0.9762353446863378,0.918388263814264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Color Recognition,What color is the umbrella?,red,http://images.cocodataset.org/val2017/000000285894.jpg,3,241,1.0000000000000069,-0.8105772733688354,Black,3,21,0.003022485357576523,15.0,0.002461874837001612,57.0,0.0032607513409045876,,,,,0.91874241485597,0.9718495448242642,0.9563080946896068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Color Recognition,What color is the bus?,red,http://images.cocodataset.org/val2017/000000109798.jpg,3,245,1.0000000000000069,-1.0215301513671875,Brown,3,17,0.00794357630402059,26.0,0.005588127024492116,16.0,0.008110477262026957,,,,,0.8846148739279867,0.9816033143723746,0.7743974703476992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Attribute Recognition,Is the cat sitting or standing?,sitting,http://images.cocodataset.org/val2017/000000039769.jpg,3,252,1.0000000000000069,-1.0460854768753052,The,3,16,0.0039242699418540195,28.0,0.0031736350388718824,89.0,0.0032532256088888076,,,,,1.0,0.9626529871527121,0.9776724318493882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Attribute Recognition,Is the laptop open or closed?,open,http://images.cocodataset.org/val2017/000000231339.jpg,4,218,1.0000000000000069,-0.8576808571815491,Cl,4,16,0.0020458325345714527,25.0,0.0020844684016501974,11.0,0.0019926473648619178,15.0,0.0023186248864018855,,,0.9415787376332126,0.9415324267575271,0.9681300137657637,0.9182958340544896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Material Recognition,What material is the table made of?,wood,http://images.cocodataset.org/val2017/000000087038.jpg,2,303,1.0000000000000069,-0.7727022171020508,Wood,2,15,0.0023141911646086485,18.0,0.0029423660298139778,,,,,,,0.982798115178801,0.9910760598382222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Attribute Recognition,Is the dog standing or lying down?,standing,http://images.cocodataset.org/val2017/000000017627.jpg,8,233,1.0000000000000069,-0.9240835309028625,Stand,8,103,0.0020046196402199973,34.0,0.001994758599600688,15.0,0.001976580616947631,25.0,0.0019997626152270303,17.0,0.002014016659921958,0.9686511978694,0.9715541143096357,0.9949490477321437,0.9393705765331458,0.9127332405984697,26.0,0.002005066856818179,0.9325023032951825,19.0,0.0020220994322525322,0.8693978806749074,15.0,0.0019843145153984757,,,,,0.9446232142545791,,,,,,,,,,,,,,,,,,,,
22,Size Comparison,"Which is larger, the refrigerator or the microwave?",refrigerator,http://images.cocodataset.org/val2017/000000322844.jpg,7,232,1.0000000000000069,-0.5223316550254822,Re,7,33,0.0023495642990784917,27.0,0.002379070084991279,42.0,0.002301512243149851,52.0,0.0023250707743962965,25.0,0.0023743623050593624,0.9414810603297736,0.9889836699098602,0.9855825615652805,0.9878436252067524,0.9555371569586555,18.0,0.002337235785810257,0.9625632797054147,24.0,0.0022799077437933427,0.9744707946273874,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Color Recognition,What color are the traffic lights?,red,http://images.cocodataset.org/val2017/000000138819.jpg,6,212,1.0000000000000069,-0.8728827238082886,Green,6,24,0.0027640454703620376,18.0,0.0031032592095158306,8.0,0.002649572893600879,9.0,0.0030198357306958886,42.0,0.002832367476673336,0.9874259884612199,0.9081700569267039,0.985056822321508,0.9182958340544896,0.9698704077794368,21.0,0.0032296794941427346,0.9023802250170618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Attribute Recognition,Is the bed made or unmade?,unmade,http://images.cocodataset.org/val2017/000000356347.jpg,3,226,1.0000000000000069,-0.9430472254753113,Un,3,124,0.0025782448872603107,38.0,0.0025440492997215965,15.0,0.0024386835638826555,,,,,0.9836999495890703,0.9422861033846303,0.9718495448242642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Color Recognition,What color is the skateboard?,black,http://images.cocodataset.org/val2017/000000502136.jpg,10,225,1.0000000000000069,-1.3833051919937134,Black,10,51,0.002288828284081226,42.0,0.002239051704318612,21.0,0.0022429431102117675,42.0,0.0021765146200914596,11.0,0.0023006203750095787,0.9716361073088428,0.9847680866515924,0.978033486181519,0.977904769259831,0.8453509366224364,16.0,0.0023877469896761033,1.0,15.0,0.002226235931598219,0.9877812438119247,17.0,0.00217585990821855,25.0,0.002211204804586417,20.0,0.0021987925596714023,0.9856676426534905,1.0,1.0,,,,,,,,,,,,,,,,,,
26,Attribute Recognition,Is the door open or closed?,closed,http://images.cocodataset.org/val2017/000000322864.jpg,3,189,1.0000000000000069,-1.3346036672592163,Open,3,212,0.0026998149308828288,20.0,0.0026859437867460755,15.0,0.0024965119524117544,,,,,0.9806527053533118,0.9630603734213402,0.9147366491799203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Spatial Reasoning,Is the laptop to the left or right of the mouse?,left,http://images.cocodataset.org/val2017/000000459467.jpg,5,305,1.0000000000000069,-1.1595284938812256,Left,5,15,0.0020973012041701627,15.0,0.0021105159749535206,11.0,0.0021293641581124965,15.0,0.002043341621683715,19.0,0.0024343081280867153,0.982798115178801,0.982798115178801,0.9713067383178076,1.0,0.9041116874399233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Spatial Reasoning,Where is the clock located?,on wall,http://images.cocodataset.org/val2017/000000481390.jpg,8,283,1.0000000000000069,-2.522271156311035,Basketball,8,54,0.0024119234427516707,15.0,0.002499899046560306,18.0,0.002469531306184761,29.0,0.0022644714424025782,17.0,0.0025047720221210686,0.9711493922274914,0.8830374409547587,0.8962406251802889,0.9815805218774202,0.9603948809345497,24.0,0.002566475823677553,0.9439592513355664,15.0,0.0022914383808044702,0.9664572819896988,24.0,0.0024986604516544966,,,,,0.9745411476764105,,,,,,,,,,,,,,,,,,,,
29,Spatial Reasoning,Is the dog in front of or behind the person?,in front,http://images.cocodataset.org/val2017/000000017627.jpg,11,118,1.0000000000000069,-1.1247732639312744,Be,11,18,0.002362694237290974,76.0,0.0024166517087518217,59.0,0.002360404229437486,11.0,0.002320263530216469,11.0,0.002346993797972119,0.9625632797054146,0.9491615525754822,0.9735634744863476,0.9922150607220183,0.9431887805255736,77.0,0.0024120155287364812,0.9720208942712159,45.0,0.0023749480132688647,0.9816130799471796,31.0,0.002360402009103965,42.0,0.002404125413201488,29.0,0.0023953781875669824,0.9621226697627201,0.9842996136083402,0.9839067104067716,15.0,0.002367054781021119,,,0.9602297178607612,,,,,,,,,,,,,
30,Relational Reasoning,What is the person holding?,phone,http://images.cocodataset.org/val2017/000000532855.jpg,6,136,1.0000000000000069,-1.1235735416412354,Sk,6,229,0.002108544975523377,15.0,0.0020791496895460858,62.0,0.002100112545379629,15.0,0.0020950821311737184,6.0,0.0020649077081032825,0.9826402972236664,0.9949490477321437,0.9812009282001998,0.9446232142545791,0.9182958340544896,18.0,0.0021525614653761477,0.872009434056298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Relational Reasoning,What is the person wearing on their head?,helmet,http://images.cocodataset.org/val2017/000000502136.jpg,5,259,1.0000000000000069,-1.5945175886154175,Head,5,16,0.002663306746154451,48.0,0.00259491533836919,16.0,0.002741787196868695,60.0,0.002494981297830343,41.0,0.002451927683834779,0.8950145145731531,0.9563622061326322,0.8620485698650454,0.9800939428419551,0.9740590106047509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Spatial Reasoning,Where is the vase positioned?,on table,http://images.cocodataset.org/val2017/000000087038.jpg,8,197,1.0000000000000069,-1.5506253242492676,Sk,8,32,0.003996117986868159,48.0,0.004433620884335051,48.0,0.004660864153671435,15.0,0.00394703381188714,12.0,0.0037936069614887716,0.9766788441924219,0.9433888240089816,0.9534064457693793,0.944623214254579,0.9808340377961404,24.0,0.004993871120296481,0.9795739585136223,36.0,0.004970634689649587,0.936779046906668,24.0,0.00598843011704777,,,,,0.9642934129442273,,,,,,,,,,,,,,,,,,,,
33,Relational Reasoning,What is next to the laptop?,mouse,http://images.cocodataset.org/val2017/000000459467.jpg,6,212,1.0000000000000069,-2.2526142597198486,A,6,36,0.002620664723870832,89.0,0.002668490746955775,15.0,0.0026078873904834014,51.0,0.0026272717136206747,26.0,0.0026444434543620066,0.9803813185510978,0.9699969017433392,0.982798115178801,0.9722598120486703,0.9566466065061588,25.0,0.0026287729769912307,0.968872256700612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Spatial Reasoning,Is the umbrella above or below the person?,above,http://images.cocodataset.org/val2017/000000285894.jpg,6,204,1.0000000000000069,-0.6435895562171936,Below,6,162,0.0025082883094125034,120.0,0.002482866874099703,21.0,0.0025369331358604313,23.0,0.002549865553878922,8.0,0.0023301875658035378,0.9723029611403088,0.9787285399720169,0.9937866610055328,0.9982526816976662,1.0,20.0,0.0023368637891022807,0.9780451855744626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Relational Reasoning,What is on top of the refrigerator?,microwave,http://images.cocodataset.org/val2017/000000322844.jpg,7,196,1.0000000000000069,-1.7129127979278564,A,7,27,0.002073803652942516,15.0,0.002072143649862235,40.0,0.00205233195522802,81.0,0.0020998669614029565,79.0,0.002073499886558679,0.9804966463881547,0.9654013672997089,0.9801001979922419,0.9605756423913847,0.985606990374417,47.0,0.0020734370649202207,0.9774292704513362,15.0,0.0020474713070074537,0.8886831177898309,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Spatial Reasoning,Is the cat on the left or right side?,left,http://images.cocodataset.org/val2017/000000039769.jpg,9,195,1.0000000000000069,-0.33884531259536743,Left,9,36,0.0019357490617146517,15.0,0.0019957329899893436,15.0,0.0019315081002165882,8.0,0.0019480220235646092,37.0,0.0019348723560778122,0.9835756455850742,0.7835807040488099,0.9664572819896989,0.8112781244591328,0.9925299029597374,9.0,0.0019411428109824829,0.9910760598382222,26.0,0.0019306008177491822,0.9726121027662561,24.0,0.0019394732297224025,32.0,0.0019466813978952719,,,0.9744707946273874,0.9823681508965473,,,,,,,,,,,,,,,,,,,
37,Relational Reasoning,What is the person sitting on?,bench,http://images.cocodataset.org/val2017/000000334555.jpg,14,126,1.0000000000000069,-1.1142364740371704,Car,14,61,0.002072745060479316,39.0,0.002072395898722916,27.0,0.002074795873586183,36.0,0.002061650354853129,32.0,0.0020913845481688874,0.9967999982336729,0.9938995258030404,0.9241440130296626,0.9130326393295954,1.0,93.0,0.002070707388930854,0.9866927469950912,34.0,0.002104861793713259,0.9987512731845576,50.0,0.002069542740618694,45.0,0.0020727986471233166,20.0,0.0020500113603010932,0.9812033314303775,0.978442581728686,0.9630603734213402,23.0,0.0020665281076118884,54.0,0.002092959582117165,0.962336684315086,0.98462733398853,11.0,0.0020585906067970565,30.0,0.0020889168262429965,0.9456603046006401,0.9983958159908184,,,,,,
39,Relational Reasoning,What is beside the bed?,nightstand,http://images.cocodataset.org/val2017/000000356347.jpg,3,344,1.0000000000000069,-2.1762664318084717,a,3,60,0.002702842876335826,41.0,0.002656323928592892,16.0,0.0024149792286429386,,,,,0.9585788361260181,0.9626625750238397,0.9822177815287605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Spatial Reasoning,Is the sign above or below the traffic light?,below,http://images.cocodataset.org/val2017/000000138819.jpg,8,107,1.0000000000000069,-0.7311973571777344,A,8,111,0.002525595042971798,172.0,0.0025237498190242014,111.0,0.0025824835571797806,31.0,0.0025396800305101854,16.0,0.002470111526311111,0.9761177847578723,0.9736596806057978,0.9983732005809123,0.987997826670583,0.9965119062478288,20.0,0.002442423398937578,0.9927376486136672,17.0,0.0023737325236981317,0.9963890537299693,23.0,0.0024143706511961876,,,,,0.9909775756786534,,,,,,,,,,,,,,,,,,,,
41,Relational Reasoning,What is the elephant standing on?,ground,http://images.cocodataset.org/val2017/000000025393.jpg,1,274,1.0000000000000069,-1.8168926239013672,Side,1,15,0.002447247210723885,,,,,,,,,0.9018972358711528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Activity Recognition,What is the person doing?,playing tennis,http://images.cocodataset.org/val2017/000000018737.jpg,7,296,1.0000000000000069,-1.6336984634399414,R,7,28,0.0024408099097038157,15.0,0.002364223036383438,33.0,0.0023981387134947426,17.0,0.0025675444168535523,18.0,0.0024213367181798195,0.9369015477459045,0.982798115178801,0.9729903075900136,0.9975025463691152,0.9388201415867107,12.0,0.002380222618673672,0.9808340377961404,24.0,0.002421810128830165,0.9224240211126413,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Action Recognition,What action is being performed?,surfing,http://images.cocodataset.org/val2017/000000361268.jpg,5,290,1.0000000000000069,-1.0595378875732422,A,5,25,0.00217191444755595,16.0,0.002094022505949643,54.0,0.0021341738815475616,27.0,0.00218434211228772,15.0,0.002203357170471694,0.9787029057127591,0.9592101522724051,0.9731292898434737,0.9020228388375244,0.9182958340544896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Activity Recognition,What are the people doing?,sitting,http://images.cocodataset.org/val2017/000000334555.jpg,6,216,1.0000000000000069,-2.043616771697998,The,6,51,0.0021178808691899058,26.0,0.002040896851684517,72.0,0.002086011560461811,96.0,0.00208087950642734,85.0,0.0020729090816367654,0.9964439084737329,0.9595930518283794,0.9951327956256661,0.9913654793196397,0.9930862453473911,136.0,0.00206631415074359,0.9913880932787895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Action Recognition,What is the cat doing?,sleeping,http://images.cocodataset.org/val2017/000000039769.jpg,3,261,1.0000000000000069,-0.8902792930603027,The,3,15,0.004147569950591649,17.0,0.0034714003027902134,86.0,0.003436344242673071,,,,,0.9967916319816366,0.9664022887695614,0.9775562777158142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Activity Recognition,What activity is shown?,skiing,http://images.cocodataset.org/val2017/000000502136.jpg,3,278,1.0000000000000069,-2.378267526626587,Walk,3,59,0.002506791850041762,22.0,0.0025886347250422682,27.0,0.0025629742645248955,,,,,0.9511714509758197,0.9063593311749661,0.9576605936669484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Action Recognition,What is the person doing with the phone?,holding,http://images.cocodataset.org/val2017/000000532855.jpg,5,257,1.0000000000000069,-1.0632647275924683,The,5,27,0.003731706043737386,21.0,0.003974352364182574,15.0,0.003272371297264921,15.0,0.0033204272794310464,27.0,0.004385906669580792,0.9518240746082638,0.9244658211275737,1.0,0.9859247724121322,0.9258471880200251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Activity Recognition,What sport is being played?,baseball,http://images.cocodataset.org/val2017/000000308430.jpg,7,267,1.0000000000000069,-0.6220934391021729,None,7,19,0.0023277237562788016,53.0,0.0022974024008800276,18.0,0.002325716206050052,31.0,0.002320010139634695,63.0,0.002342018647953404,0.8699773237111814,0.9711309585247515,0.8826232641893705,0.9424511735127364,0.9801474578992979,30.0,0.0023241235045144268,0.9409277296462571,15.0,0.0022810458216866495,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Action Recognition,What is the dog doing?,standing,http://images.cocodataset.org/val2017/000000017627.jpg,7,264,1.0000000000000069,-1.0856308937072754,The,7,19,0.0021857050980446475,21.0,0.002216912630480477,57.0,0.0021366345536522396,12.0,0.002189382171572297,5.0,0.002048340715711433,0.9366107178069574,0.936781259256497,0.9674277895100731,0.7896900821428475,0.9709505944546686,41.0,0.0021560015392725626,0.9774059180707095,16.0,0.002222716585818318,0.8957541375001011,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Activity Recognition,What are the elephants doing?,walking,http://images.cocodataset.org/val2017/000000025393.jpg,4,181,1.0000000000000069,-1.2981114387512207,Walk,4,79,0.0020394890140713494,23.0,0.0020676839576199654,37.0,0.0021916147402976536,16.0,0.0021363476350433567,,,0.9737068423449334,0.9423383283068838,0.897504660247621,0.8903195311147832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Activity Recognition,What activity requires this equipment?,skiing,http://images.cocodataset.org/val2017/000000502136.jpg,5,222,1.0000000000000069,-2.6017630100250244,C,5,33,0.002161829208427133,34.0,0.002294039158979639,32.0,0.0022215124383898554,53.0,0.0021508974697926923,30.0,0.002210006185796248,0.9692502423831114,0.9595784770480081,0.9380410260035945,0.9659040095831124,0.9888936569923773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Interaction Recognition,How are the people interacting?,sitting together,http://images.cocodataset.org/val2017/000000334555.jpg,9,301,1.0000000000000069,-1.2552680969238281,In,9,17,0.001937144742856738,20.0,0.0019298182305364543,24.0,0.0019417436258603177,16.0,0.0019097257222719355,15.0,0.0019202066628805647,0.9967828263127351,0.9156703652986377,0.9838824188369656,0.9886085007312413,0.8983958159908183,16.0,0.0019345085676716904,0.9755307720176265,19.0,0.0019101105169194823,0.9687152128461037,5.0,0.0018813538602903072,16.0,0.0019323159820471808,,,0.9709505944546686,0.985056822321508,,,,,,,,,,,,,,,,,,,
54,Scene Understanding,Where is this scene taking place?,kitchen,http://images.cocodataset.org/val2017/000000322864.jpg,9,225,1.0000000000000069,-0.6403933167457581,New,9,25,0.0023123631072023447,17.0,0.0022293283239845896,35.0,0.0023703270346803,35.0,0.00230067126054641,23.0,0.0021970086531490803,0.9934804071359582,0.9519839065438831,0.9628422714174913,0.9843820856830992,0.9574188086517483,67.0,0.0022973360951837377,0.9825800038324822,40.0,0.002250276879614098,0.9798074904112224,25.0,0.0022792725376479007,18.0,0.0023288644619104955,,,0.9470920204059345,0.9342064019134055,,,,,,,,,,,,,,,,,,,
55,Environment Type,Is this indoors or outdoors?,outdoors,http://images.cocodataset.org/val2017/000000018737.jpg,7,176,1.0000000000000069,-0.10173408687114716,Out,7,16,0.002549254304122182,95.0,0.0024958130382966444,67.0,0.0025196451061894557,65.0,0.0024855389907954273,45.0,0.0024882439370336423,1.0,0.9878885670787801,0.9574144043404949,0.9717501257527821,0.958509303109629,18.0,0.002511950172271838,1.0,16.0,0.00250184702916842,0.9965119062478288,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Scene Understanding,What type of room is this?,bedroom,http://images.cocodataset.org/val2017/000000356347.jpg,10,256,1.0000000000000069,-0.04156648367643356,K,10,46,0.001887161004172895,28.0,0.0018862319123335452,18.0,0.0018778064264416204,82.0,0.001884549886109377,18.0,0.0018759337345943827,0.971800332549727,0.9231668365524242,0.9656336071428252,0.9905997128696166,0.9915323997298832,35.0,0.0018782588162634362,0.9627387098730074,15.0,0.0018698746071306276,0.9018972358711528,21.0,0.001875332865961775,18.0,0.0018773028320767894,16.0,0.0018728630551581404,0.9363346784550166,0.9915323997298832,0.949701216438411,,,,,,,,,,,,,,,,,,
